geometry,STATE,ID,NAME
POINT (-84.1107536 33.906171),GA,11682561,CVS - 2273
POINT (-83.721973 33.9883837),GA,11687015,RITE AID - 11827
POINT (-83.876989 33.6025507),GA,11656457,KMART
POINT (-84.089352 34.2521675),GA,11687740,RITE AID - 11697
POINT (-83.985219 33.9472941),GA,11681677,CVS - 4553
POINT (-84.0383038 34.0035035),GA,11658478,KROGER
POINT (-84.1179133 34.1624536),GA,11667268,WALGREENS - 7946
POINT (-83.9649466 33.5765664),GA,11650964,PUBLIX - 00744
POINT (-84.1001045 33.7856472),GA,11650806,PUBLIX - 00494
POINT (-82.0311762 33.5079065),GA,11650790,PUBLIX - 00525
POINT (-83.0754607 33.6149541),GA,11698827,UNION PHARMACY
POINT (-83.893119 33.98737),GA,11688622,RITE AID - 11686
POINT (-84.0783407 33.9762244),GA,11688704,RITE AID - 11701
POINT (-84.0196756 34.1029554),GA,11705141,KAISER PERMANENTE SUGAR HILL-BUFORD MEDICAL CENTER
POINT (-84.0113202 33.9674796),GA,11704295,GWINNETT CLINIC
POINT (-84.1367073 33.9502937),GA,11641045,SAM'S CLUB - 8166
POINT (-83.8177017 34.3202295),GA,11681071,CVS - 5626
POINT (-84.1341745 33.9454762),GA,11654250,KAISER FOUNDATION GWINNETT MEDICAL CENTER
POINT (-84.1440294 33.9513497),GA,11665865,SUPERTARGET
POINT (-84.0102096 34.0966156),GA,11656393,KMART
POINT (-84.1381794 33.5133556),GA,11654843,MOYE'S PHARMACY
POINT (-84.1451103 33.4472309),GA,11660892,MOYE'S PHARMACY
POINT (-82.5062249 33.4622594),GA,11682224,CVS - 4556
POINT (-83.939225 33.0351697),GA,11679472,LAWSON AND CROMER PHARMACY
POINT (-84.0050989 34.120438),GA,11699816,JOHNSONS HOMETOWN HEALTH MART PHARMACY
POINT (-82.0816201 33.490571),GA,11704884,TARGET
POINT (-83.2666733 33.4252275),GA,11705883,COMPOUNDING SPECIALISTS AT LAKE OCONEE
POINT (-83.3923261 33.3155127),GA,11681033,CVS - 7744
POINT (-83.3034752 34.5679628),GA,11700597,MADDOX DRUGS
POINT (-83.7540452 34.9454809),GA,11676632,RITE AID - 3778
POINT (-82.0946913 33.3155075),GA,11700558,HEPHZIBAH PHARMACY
POINT (-83.5289251 34.5286343),GA,11705481,TIMS PHARMACY
POINT (-83.8146742 34.3094407),GA,11667278,WALGREENS - 9706
POINT (-81.9711902 33.474517),GA,11680043,MAXWELL HOUSE PHARMACY
POINT (-83.9022955 34.4149025),GA,11694842,MURRAYVILLE PHARMACY
POINT (-83.8590275 34.1890343),GA,11706876,INGLES MARKETS - 412
POINT (-83.8500472 33.6004377),GA,11659180,PEOPLES DRUG STORE
POINT (-83.8052983 34.3304989),GA,11647100,J AND J HEALTH MART PHARMACY
POINT (-83.8202066 34.3013925),GA,11694265,LAWRENCE PHARMACY
POINT (-83.8555474 34.1893044),GA,11647122,DIXIE CITY HEALTH MART PHARMACY
POINT (-84.1467668 33.4467427),GA,11643185,WARD DRUG COMPANY
POINT (-83.9723749 34.538651),GA,11661639,WAL-MART SUPERCENTER - 2513
POINT (-83.3154548 34.0284073),GA,11692094,INGLES MARKETS - 450
POINT (-83.5434215 34.539656),GA,11656461,KMART
POINT (-83.398816 34.8733692),GA,11709998,WALGREENS - 12464
POINT (-83.9822764 34.0705515),GA,11665863,TARGET
POINT (-84.0551475 33.9537325),GA,11651042,PUBLIX - 00612
POINT (-83.9153912 34.0739364),GA,11650886,PUBLIX - 00569
POINT (-83.9901931 34.0363306),GA,11651035,PUBLIX - 00538
POINT (-84.0238481 33.9697675),GA,11651113,PUBLIX - 00495
POINT (-83.2003384 35.0535342),NC,11699087,HIGHLANDS PHARMACY
POINT (-83.6633246 34.3901472),GA,11647715,LULA PHARMACY AND FOOTHILLS GIFT SHOP
POINT (-83.4435534 34.1851403),GA,11706417,INGLES MARKETS - 419
POINT (-83.5369785 34.5811963),GA,11701957,HABERSHAM COUNTY MEDICAL CENTER
POINT (-83.2258266 33.0694832),GA,11693844,SOUTHSIDE DISCOUNT DRUGS
POINT (-83.6356406 32.8332912),GA,11702456,THE MEDICAL CENTER OF CENTRAL GEORGIA PHARMACY
POINT (-83.2244787 33.046789),GA,11674418,CENTRAL STATE HOSPITAL PHARMACY
POINT (-83.4774754 33.5642618),GA,11687785,RITE AID - 11824
POINT (-83.8212413 35.0352318),NC,11678738,KERR DRUG
POINT (-82.8678887 34.1095342),GA,11699151,WARD'S PHARMACY
POINT (-82.1352423 33.4080895),GA,11644214,FORT GORDON POST EXCHANGE REFILL PHARMACY-DOD
POINT (-84.1311394 33.8429969),GA,11659120,APOTHECARE PHARMACIES
POINT (-84.030823 33.8269793),GA,11684090,CVS - 2101
POINT (-82.1257929 33.4303602),GA,11644256,FORT GORDON - DWIGHT DAVID EISENHOWER ARMY MEDICAL CENTER-DOD
POINT (-84.0952055 33.8274124),GA,11646408,MCKENZIE DRUG HEALTH MART PHARMACY
POINT (-84.1298761 34.1742733),GA,11670735,INGLES MARKETS - 455
POINT (-83.8171017 34.30184),GA,11702091,NORTHEAST GEORGIA HEALTH SERVICES PHARMACY
POINT (-83.6632188 32.8325236),GA,11694268,MIKE'S MEDICAL PHARMACY
POINT (-83.6117483 32.8592387),GA,11708746,EXPRESS RX PHARMACY
POINT (-84.1543884 34.1106508),GA,11708541,PUBLIX - 01227
POINT (-83.2340477 34.0344918),GA,11711782,FRED'S - 1393
POINT (-81.7671339 33.561326),SC,11704378,WAL-MART SUPERCENTER - 4487
POINT (-81.7160941 33.5184068),SC,11681341,CVS - 4295
POINT (-81.7229459 33.561518),SC,11674823,AIKEN DRUG COMPANY
POINT (-82.6631676 34.5323097),SC,11680855,CVS - 4111
POINT (-81.9692267 33.5083238),SC,11686544,RITE AID - 11671
POINT (-81.9537488 33.5216738),SC,11681359,CVS - 5575
POINT (-82.4880996 34.7771543),SC,11673214,POWDERSVILLE PHARMACY
POINT (-82.6843142 34.5528423),SC,11656900,KMART
POINT (-82.6364684 34.5309792),SC,11650895,PUBLIX - 00360
POINT (-82.679007 34.5541793),SC,11661101,WAL-MART SUPERCENTER - 396
POINT (-82.6780949 34.4879458),SC,11661099,WAL-MART SUPERCENTER - 644
POINT (-82.8041755 32.9957606),GA,11706667,WASHINGTON COUNTY REGIONAL MEDICAL CENTER
POINT (-81.8971959 33.5038298),SC,11681562,CVS - 4388
POINT (-81.9877056 33.4733216),GA,11643738,CHARLIE NORWOOD VETERANS AFFAIRS MEDICAL CENTER DOWNTOWN OUTPATIENT PHARMACY
POINT (-82.0264746 33.4646423),GA,11643750,CHARLIE NORWOOD VETERANS AFFAIRS MEDICAL CENTER UPTOWN OUTPATIENT PHARMACY
POINT (-82.3877282 33.208017),GA,11709145,BARNEY'S PHARMACY
POINT (-82.4736418 34.6204707),SC,11686571,RITE AID - 11662
POINT (-82.3558838 34.8372075),SC,11707927,WALGREENS - 12164
POINT (-82.4650215 34.8687627),SC,11686541,RITE AID - 11641
POINT (-82.2013503 34.6944739),SC,11681356,CVS - 5542
POINT (-82.3446381 34.8923869),SC,11686543,RITE AID - 11643
POINT (-82.2623647 34.8604181),SC,11692433,WALGREENS - 9774
POINT (-82.426877 34.9732945),SC,11689272,BI-LO - 653
POINT (-82.3276635 34.8741389),SC,11689568,BI-LO - 92
POINT (-82.387644 34.904747),SC,11685670,CVS - 2190
POINT (-82.2292754 34.8046765),SC,11684919,RITE AID - 11659
POINT (-82.4157899 34.8219979),SC,11682654,CVS - 2331
POINT (-82.4511536 34.8536986),SC,11681299,CVS - 3886
POINT (-82.3323782 34.908516),SC,11661032,WAL-MART SUPERCENTER - 1244
POINT (-82.3746469 34.8880335),SC,11643153,BI-LO - 608
POINT (-82.3103033 34.836211),SC,11704394,COSTCO
POINT (-82.4302787 34.964242),SC,11654682,RITE AID - 11660
POINT (-81.9718576 34.8855917),SC,11710732,FRED'S - 2784
POINT (-81.8954177 34.9639744),SC,11689361,BI-LO - 519
POINT (-82.0050721 34.9158366),SC,11688558,RITE AID - 11594
POINT (-81.9602061 35.0165201),SC,11681611,CVS - 7567
POINT (-82.2114585 34.9488664),SC,11681252,CVS - 3802
POINT (-81.8609918 35.1424782),SC,11680856,CVS - 7583
POINT (-82.071522 34.8867456),SC,11670761,INGLES MARKETS - 93
POINT (-82.0672821 34.888496),SC,11650865,PUBLIX - 00543
POINT (-81.9934028 34.9188692),SC,11689259,BI-LO - 182
POINT (-81.8032762 35.0192945),SC,11688619,RITE AID - 11600
POINT (-82.9748946 33.2758693),GA,11679864,WEBSTERS PHARMACY
POINT (-82.3644971 34.83618),SC,11651055,PUBLIX - 00602
POINT (-82.1193707 34.9543682),SC,11710227,FRED'S - 2208
POINT (-81.9985441 35.0645373),SC,11670768,INGLES MARKETS - 200
POINT (-82.4191203 34.8204178),SC,11656935,KMART
POINT (-81.8974421 35.0268355),SC,11707060,INGLES MARKETS - 202
POINT (-83.9980751 34.8639092),GA,11710410,WAL-MART SUPERCENTER - 3485
POINT (-81.8961051 34.966406),SC,11668952,WALGREENS - 7822
POINT (-81.9847746 34.9332875),SC,11661020,WAL-MART SUPERCENTER - 1035
POINT (-82.265474 34.7555464),SC,11703904,BI-LO - 661
POINT (-83.7562091 34.9516647),GA,11700256,HIAWASSEE DISCOUNT PHARMACY
POINT (-82.2816107 34.735412),SC,11706862,CVS - 205
POINT (-82.2542692 34.8728962),SC,11684446,CVS - 2189
POINT (-82.2538045 34.7313378),SC,11681291,CVS - 3805
POINT (-82.0041144 35.0020663),SC,11670760,INGLES MARKETS - 37
POINT (-82.314597 34.9177702),SC,11647204,TAYLORS DRUG COMPANY INCORPORATED
POINT (-83.3293834 34.583336),GA,11649670,UNITED PHARMACY SERVICES OF TOCCOA
POINT (-82.4712232 34.6203054),SC,11651825,ANMED HEALTH - WILLIAMSTON PHARAMACY
POINT (-81.8605124 35.1484255),SC,11689322,CASH AND HENDERSON DRUGS
POINT (-82.3250234 34.8563649),SC,11673914,PELHAM ROAD PHARMACY
POINT (-82.6038184 34.8382941),SC,11697056,CHILDRENS PHARMACY
POINT (-82.1504701 34.1756682),SC,11688516,RITE AID - 11649
POINT (-82.1341465 34.2039172),SC,11689276,BI-LO - 555
POINT (-82.8335347 34.6757845),SC,11702383,CLEMSON UNIVERSITY - REDFERN HEALTH CENTER PHARMACY
POINT (-82.1501123 34.1771979),SC,11681563,CVS - 5579
POINT (-82.6943526 34.7873812),SC,11674765,LIBERTY FAMILY PHARMACY
POINT (-82.8347552 34.6902965),SC,11687030,RITE AID - 11646
POINT (-82.6017574 34.8025287),SC,11706676,INGLES MARKETS - 251
POINT (-82.5563632 34.822927),SC,11656951,KMART
POINT (-82.5514695 34.7829819),SC,11708550,KELLYS FAMILY PHARMACY
POINT (-82.938595 34.6991389),SC,11687701,RITE AID - 11656
POINT (-81.8778996 34.4570321),SC,11681242,CVS - 3557
POINT (-82.4066342 34.8603911),SC,11688795,KASH AND KARRY PHARMACY
POINT (-82.9930272 34.6898046),SC,11674269,WALGREENS - 10163
POINT (-82.988541 34.6848014),SC,11676186,THE PHARMACY AT PARK PLACE
POINT (-83.0652714 34.7647417),SC,11648345,KENS HEALTH MART PHARMACY
POINT (-82.3745063 34.860729),SC,11698948,SHAWS PHARMACY
POINT (-82.5552546 34.8231522),SC,11642799,PROCARE RX
POINT (-81.7693123 34.0141608),SC,11708967,FRED'S - 2868
POINT (-82.289186 34.8195815),SC,11664871,NETWORK HEALTHCARE
POINT (-83.7452676 33.7943244),GA,11710956,CARMICHAEL'S
POINT (-83.2449546 33.086955),GA,11671279,MILLEDGEVILLE MEDICAL CENTER PHARMACY
POINT (-82.943406 35.111044),NC,11696909,TOXAWAY PHARMACY
POINT (-84.0134349 33.8730798),GA,11667275,WALGREENS - 7959
POINT (-83.3358964 33.9274326),GA,11694269,ATHENS INFUSION AND PHARMACY
POINT (-83.6108168 32.8631262),GA,11661895,WAL-MART SUPERCENTER - 1076
POINT (-83.7600021 32.8828959),GA,11661911,WAL-MART SUPERCENTER - 2890
POINT (-84.0339768 33.9375856),GA,11672349,WALGREENS - 5896
POINT (-81.9889272 33.4751132),GA,11680578,CVS - 3378
POINT (-83.2574703 33.1090188),GA,11687632,RITE AID - 11839
POINT (-83.7634385 32.8805313),GA,11704651,WALGREENS - 10634
POINT (-83.7104643 32.8744394),GA,11687639,RITE AID - 11843
POINT (-83.7602655 32.8779546),GA,11659705,KROGER
POINT (-83.3971767 33.9626687),GA,11688555,RITE AID - 11822
POINT (-83.7733272 32.8807202),GA,11704008,CVS - 4160
POINT (-83.6238877 32.8487868),GA,11681674,CVS - 3774
POINT (-83.7159584 32.8172005),GA,11665729,TARGET
POINT (-82.0090636 33.0818424),GA,11681221,CVS - 3778
POINT (-82.8621188 34.1088981),GA,11681219,CVS - 3776
POINT (-83.8297847 34.3182834),GA,11695364,MCELVEEN'S HEALTH MART PHARMACY
POINT (-83.1052892 34.4277254),GA,11710930,SPINE CARE AND PAIN MANAGEMENT
POINT (-83.1183858 34.2844997),GA,11646862,COBB MEMORIAL HOSPITAL
POINT (-82.087879 33.5109145),GA,11700019,MARTINEZ APOTHECARY
POINT (-83.9378508 34.0945333),GA,11687743,RITE AID - 11812
POINT (-83.6809337 33.3031135),GA,11680817,CVS - 4580
POINT (-83.8911732 34.2531573),GA,11680783,CVS - 4721
POINT (-83.1148349 34.4422568),GA,11676977,RITE AID - 1906
POINT (-82.1951975 33.4583074),GA,11681258,CVS - 4589
POINT (-84.0169348 34.0976971),GA,11687635,RITE AID - 11811
POINT (-83.3438824 33.9217202),GA,11658616,KROGER
POINT (-83.4556826 33.9407072),GA,11650461,PUBLIX - 00451
POINT (-83.4414193 33.872672),GA,11687284,RITE AID - 11826
POINT (-83.8645156 33.6021287),GA,11687999,RITE AID - 11684
POINT (-81.9934507 33.4703217),GA,11700448,MEDICAL VILLA PHARMACY
POINT (-83.9381685 33.0357934),GA,11690082,CASTLEBERRY DRUG COMPANY
POINT (-82.0890621 33.5103944),GA,11656382,KMART
POINT (-83.8588924 33.604462),GA,11658620,KROGER
POINT (-83.875637 34.3768531),GA,11707842,CVS - 5071
POINT (-83.4092492 33.9508831),GA,11667264,WALGREENS - 7134
POINT (-83.9374447 33.8815893),GA,11706036,CVS - 4138
POINT (-83.4456338 33.9197403),GA,11661524,WAL-MART SUPERCENTER - 1400
POINT (-84.1549957 34.2239514),GA,11681476,CVS - 5355
POINT (-83.5438951 33.0015571),GA,11647664,GRAY DRUG COMPANY
POINT (-82.0355083 33.470563),GA,11687397,RITE AID - 11834
POINT (-82.5016269 33.4807941),GA,11661529,WAL-MART SUPERCENTER - 1658
POINT (-84.0152534 33.6387334),GA,11707440,WALGREENS - 10479
POINT (-83.9862793 34.0050065),GA,11659704,KROGER
POINT (-84.0721386 34.0641618),GA,11658709,KROGER
POINT (-84.0192944 33.878552),GA,11663939,APOTHECARE PHARMACY
POINT (-82.9403694 34.3538231),GA,11712017,HARTWELL DRUGS
POINT (-84.0335197 33.9666906),GA,11658639,KROGER
POINT (-84.0332624 33.8248495),GA,11658466,KROGER
POINT (-84.0898434 33.9979863),GA,11658429,KROGER
POINT (-83.9111653 33.8409117),GA,11661912,WAL-MART SUPERCENTER - 5252
POINT (-84.152812 34.1121404),GA,11704965,CVS - 4113
POINT (-83.4149108 33.985992),GA,11699645,NORTHEAST GEORGIA CANCER CARE
POINT (-84.1644657 33.8816558),GA,11682946,CVS - 2084
POINT (-84.1451959 33.7169057),GA,11670467,WALGREENS - 6202
POINT (-84.0088288 33.9644956),GA,11680562,CVS - 4737
POINT (-83.9872983 34.0069752),GA,11680822,CVS - 3991
POINT (-84.0930797 33.8672123),GA,11682006,CVS - 5627
POINT (-83.3825662 34.9781582),GA,11657167,FRED'S - 1428
POINT (-82.0660788 33.4689074),GA,11653202,WALGREENS - 9789
POINT (-84.0255614 33.9851089),GA,11711341,FOOD LION - 2166
POINT (-84.1224485 33.438741),GA,11706568,WALGREENS - 9623
POINT (-84.1382247 33.4473417),GA,11687680,RITE AID - 11772
POINT (-84.0457228 34.0248174),GA,11681049,CVS - 7770
POINT (-83.5243186 34.6129979),GA,11676630,RITE AID - 1964
POINT (-84.007897 33.888948),GA,11661899,SAM'S CLUB - 4739
POINT (-83.4664978 33.5978905),GA,11675992,MADISON DRUG COMPANY
POINT (-83.4179131 33.9468542),GA,11656981,PHARMACEUTICAL SPECIALTIES INCORPORATED
POINT (-83.3148615 34.0319903),GA,11681477,CVS - 7782
POINT (-83.9939551 33.682674),GA,11659086,REAGAN HOME CARE PHARMACY
POINT (-83.3938037 34.8800897),GA,11708462,INGLES MARKETS - 488
POINT (-82.0549083 33.4237876),GA,11658630,KROGER
POINT (-84.0168298 33.9377945),GA,11670736,INGLES MARKETS - 102
POINT (-83.7604868 34.9561233),GA,11695509,THE MEDICINE SHOPPE PHARMACY
POINT (-82.7375055 33.7371113),GA,11693530,FIEVET PHARMACY
POINT (-83.7251913 33.793765),GA,11686453,RITE AID - 11825
POINT (-83.7131058 33.7912806),GA,11681676,CVS - 3777
POINT (-82.8116303 32.9808147),GA,11681692,CVS - 4593
POINT (-83.90859 34.1770703),GA,11710990,WALGREENS - 12811
POINT (-83.8421119 34.2898863),GA,11670475,WALGREENS - 6374
POINT (-82.8123085 32.9519083),GA,11661254,WAL-MART SUPERCENTER - 1143
POINT (-83.8505756 34.2918319),GA,11661251,WAL-MART SUPERCENTER - 510
POINT (-83.4045128 33.9662499),GA,11679470,SPINE CARE AND PAIN MANAGEMENT
POINT (-83.8679227 34.3690357),GA,11694266,LANIER PHARMACY
POINT (-83.5356372 34.5827958),GA,11653669,JENNINGS PHARMACY
POINT (-83.8792399 34.2798649),GA,11688731,RITE AID - 11809
POINT (-83.8607294 34.3580636),GA,11686516,RITE AID - 11810
POINT (-83.5298791 34.5176285),GA,11681687,CVS - 3798
POINT (-83.5276553 34.5113654),GA,11647302,ARNOLD DRUG COMPANY
POINT (-83.8492567 34.9342663),GA,11703677,YOUNG HARRIS PHARMACY
POINT (-83.9107079 34.1809308),GA,11706168,TARGET
POINT (-83.8054353 34.4470491),GA,11699090,WAUKA MOUNTAIN PHARMACY
POINT (-83.8748141 34.2314027),GA,11702992,WAL-MART SUPERCENTER - 3627
POINT (-83.5429031 34.545258),GA,11663536,WAL-MART - 1403
POINT (-83.8572329 34.1964384),GA,11707726,KROGER
POINT (-83.1218757 33.8834643),GA,11702087,FRED'S - 2128
POINT (-83.8738923 34.2299211),GA,11706763,SAM'S CLUB - 6644
POINT (-84.0342004 35.0872507),NC,11699528,KING'S PHARMACY
POINT (-84.0337979 35.0878822),NC,11680142,PARKER'S DRUG STORE
POINT (-83.8337573 34.2886831),GA,11647102,DIXIE CITY HEALTH MART PHARMACY - 5
POINT (-83.4579387 34.2035436),GA,11647827,U SAVE IT PHARMACY
POINT (-83.6523598 32.7976013),GA,11694936,U SAVE IT PHARMACY
POINT (-83.9125351 34.003411),GA,11650405,PUBLIX - 00803
POINT (-84.0928346 33.8706426),GA,11651040,PUBLIX - 00564
POINT (-84.1281816 33.9438842),GA,11650881,PUBLIX - 00505
POINT (-83.1961281 35.0525339),NC,11700211,MAIN STREET PHARMACY
POINT (-83.5735592 34.1170684),GA,11696511,JEFFERSON DRUGS
POINT (-83.4012113 34.8767933),GA,11690596,SELF-MED RX CLAYTON PHARMACY
POINT (-83.3446901 32.6855854),GA,11703796,IHS PHARMACY AND GIFTS
POINT (-82.8070372 32.9947115),GA,11647744,LONGS DRUGS
POINT (-83.6999719 33.8027922),GA,11689379,PIGGLY WIGGLY
POINT (-83.2492701 33.100726),GA,11691423,H AND M DRUGS
POINT (-83.5041212 34.3224847),GA,11647641,HOMER DRUG COMPANY
POINT (-82.8547504 34.1052203),GA,11700690,ELBERTON PHARMACY
POINT (-82.8064323 32.9942644),GA,11653293,WEST PRESCRIPTION SHOP
POINT (-83.3302166 32.8826234),GA,11684661,GORDON DRUG COMPANY
POINT (-84.1339543 33.9518136),GA,11642982,SANTA FE PHARMACY
POINT (-83.705705 34.0096458),GA,11711294,SPINE CARE AND PAIN MANAGEMENT
POINT (-83.3060066 34.5691954),GA,11686513,RITE AID - 11819
POINT (-84.0126404 33.9639939),GA,11666619,CONCORD PHARMACY
POINT (-84.0225954 33.8767061),GA,11659119,APOTHECARE PHARMACIES
POINT (-82.1933371 33.5736054),GA,11711367,PUBLIX - 01286
POINT (-84.1602536 33.9131993),GA,11680584,CVS - 7633
POINT (-82.1295946 33.5320858),GA,11707957,MEDICAL CENTER WEST PHARMACY
POINT (-83.4764933 33.5755048),GA,11692953,THE MEDICINE SHOPPE PHARMACY
POINT (-84.1403103 34.1780108),GA,11710382,KAISER PERMANENTE FORSYTH MEDICAL OFFICE
POINT (-83.6913726 32.8950795),GA,11641286,ORTHOGEORGIA PHARMACY
POINT (-83.0870267 35.1204034),NC,11691400,CASHIERS VALLEY PHARMACY
POINT (-81.9827707 33.4715566),GA,11705607,UNIVERSITY HOSPITAL PHARMACY
POINT (-81.7330543 33.5656665),SC,11680151,MEDICINE MART PAHRMACY
POINT (-81.7117892 33.5039631),SC,11665127,TARGET
POINT (-82.6513684 34.5198296),SC,11693368,PROPP DRUGS
POINT (-82.7624645 34.5108949),SC,11704637,BI-LO - 709
POINT (-82.6499291 34.5164426),SC,11692867,MCCALLUM'S PRESCRIPTION SHOP
POINT (-83.7051455 33.6835086),GA,11649661,FRED'S - 2958
POINT (-82.4641466 34.6444173),SC,11689270,BI-LO - 256
POINT (-81.8972146 33.4940691),SC,11696312,MARGARET J WESTON COMMUNITY HEALTH CENTER
POINT (-82.4837425 34.790998),SC,11689260,BI-LO - 568
POINT (-82.6810716 34.4991573),SC,11681544,CVS - 3846
POINT (-81.9598582 33.5032934),SC,11703669,WALGREENS - 10581
POINT (-81.951445 33.5264282),SC,11689264,BI-LO - 522
POINT (-82.4772997 34.7005),SC,11687774,RITE AID - 11654
POINT (-82.6920395 34.5219638),SC,11686549,RITE AID - 11645
POINT (-82.6831026 34.5015948),SC,11668958,WALGREENS - 9273
POINT (-82.6802319 34.5492058),SC,11665125,TARGET
POINT (-81.9567096 33.5013317),SC,11661033,WAL-MART SUPERCENTER - 1270
POINT (-82.6628158 34.3065135),SC,11644897,IVA DRUG STORE INCORPORATED
POINT (-81.9602214 33.5062381),SC,11708651,KROGER
POINT (-82.6565801 34.5211744),SC,11648570,BRYANT PHARMACY AND SUPPLY
POINT (-81.7657338 33.5696081),SC,11647775,HOME MEDICAL INCORPORATED
POINT (-81.9603314 33.472579),GA,11703649,AUGUSTA METRO TREATMENT CENTER
POINT (-83.7979352 34.3202141),GA,11652551,MEDICAL PARK PHARMACY
POINT (-82.7580562 34.5100838),SC,11707750,WALGREENS - 11563
POINT (-83.8098488 34.2847238),GA,11683240,AVITA COMMUNITY PARTNERS
POINT (-81.8462193 33.5172949),SC,11647547,LANGLEY DRUG COMPANY
POINT (-82.4277037 34.9105381),SC,11705368,PUBLIX - 00576
POINT (-82.3953855 34.8479226),SC,11703257,PUBLIX - 01148
POINT (-82.3758912 34.8050602),SC,11681597,CVS - 7348
POINT (-82.2733154 34.8147304),SC,11680597,CVS - 5475
POINT (-82.4038371 34.8878237),SC,11670759,INGLES MARKETS - 69
POINT (-82.2552823 34.706384),SC,11689287,BI-LO - 624
POINT (-82.2912384 34.8915452),SC,11688618,RITE AID - 11651
POINT (-82.2551413 34.9440117),SC,11687703,RITE AID - 11650
POINT (-82.2731549 34.9498731),SC,11670762,INGLES MARKETS - 208
POINT (-82.3106903 34.778905),SC,11668959,WALGREENS - 9082
POINT (-82.252013 34.7120271),SC,11661112,WAL-MART SUPERCENTER - 2265
POINT (-82.3113022 34.7763166),SC,11656946,KMART
POINT (-82.2272744 34.8042816),SC,11650557,PUBLIX - 00035
POINT (-82.2548127 34.712071),SC,11650868,PUBLIX - 00613
POINT (-82.3375359 34.8208212),SC,11703903,BI-LO - 704
POINT (-83.558743 34.2480451),GA,11702309,MAYSVILLE PHARMACY
POINT (-82.4200618 34.819119),SC,11689559,BI-LO - 16
POINT (-81.8874178 34.9206626),SC,11705900,WALGREENS - 10100
POINT (-82.3866848 33.2082844),GA,11703756,WRENS DRUG
POINT (-81.9822322 35.0481551),SC,11689258,BI-LO - 113
POINT (-81.8892887 34.9227309),SC,11689281,BI-LO - 408
POINT (-81.8945506 34.9660304),SC,11687702,RITE AID - 11598
POINT (-81.9899514 34.9370827),SC,11686546,RITE AID - 11593
POINT (-82.2716998 34.8182363),SC,11650863,PUBLIX - 00530
POINT (-82.1282675 34.9534562),SC,11689285,BI-LO - 446
POINT (-83.7597778 34.0911361),GA,11696351,WEST JACKSON MEDICINE CENTER
POINT (-82.4147562 34.8398864),SC,11695420,NEW HORIZON PHARMACY
POINT (-82.0366573 34.740362),SC,11686573,RITE AID - 11606
POINT (-81.8906027 34.9672193),SC,11650871,PUBLIX - 00687
POINT (-81.9971747 34.933551),SC,11661352,SAM'S CLUB - 8142
POINT (-82.1187606 34.9545705),SC,11692860,LYMAN DRUG
POINT (-81.8949543 35.0249395),SC,11657837,PEACH VALLEY PHARMACY
POINT (-83.9667459 35.0726155),NC,11703898,MURPHY MEDICAL CENTER PHARMACY
POINT (-81.8962633 34.9651422),SC,11681352,CVS - 4382
POINT (-81.8943939 34.9327083),SC,11670766,INGLES MARKETS - 45
POINT (-82.2333257 34.8064581),SC,11684450,CVS - 2242
POINT (-81.9382926 34.9668109),SC,11647351,CAROLINA'S UPSTATE PHARMACY
POINT (-82.4418298 34.9667417),SC,11646717,MCLESKEY TODD PHARMACY OF TRAVELERS REST
POINT (-81.9746365 35.0447102),SC,11696420,RON'S PHARMACY
POINT (-83.7108554 33.7932668),GA,11693925,MONROE DRUG COMPANY
POINT (-82.2340372 34.9408077),SC,11696603,SKRIP SHOPPE PHARMACY
POINT (-82.3768382 34.8839799),SC,11694827,STONE PLAZA PHARMACY
POINT (-83.3296629 34.5789024),GA,11698944,STEWART'S DOWNTOWN DISCOUNT DRUGS
POINT (-81.9308789 34.9664924),SC,11681283,CVS - 4174
POINT (-84.1426839 33.9689894),GA,11647065,CORNER PHARMACY
POINT (-82.4265657 34.8635116),SC,11692521,PARKER ROAD DRUG STORE
POINT (-83.2829759 34.5521083),GA,11695937,JERRY WHITE'S PHARMACY
POINT (-82.1031803 34.9056092),SC,11693412,HOMECHOICE PARTNERS
POINT (-81.9370426 35.0012462),SC,11680512,PHARMACY CONSULTANTS
POINT (-82.2374238 34.9514156),SC,11646715,PROFESSIONAL PHARMACY
POINT (-82.2494106 34.8697437),SC,11706335,UPSTATE PHARMACY
POINT (-83.8161232 35.0330038),NC,11641293,INGLES MARKETS - 116
POINT (-82.2518878 34.4031025),SC,11711108,FRED'S PHARMACY
POINT (-82.1567203 34.1759504),SC,11705233,SELF REGIONAL HEALTHCARE PHARMACY
POINT (-82.0912095 34.2581279),SC,11697437,PIGGLY WIGGLY - 79
POINT (-82.7086632 34.8816481),SC,11704173,THE CORNER DRUG STORE
POINT (-82.1590346 34.1925868),SC,11683252,WINGARD'S HEALTH MART PHARMACY
POINT (-82.703663 34.8827905),SC,11681603,CVS - 7534
POINT (-82.1453952 34.2087223),SC,11681282,CVS - 4173
POINT (-82.5990522 34.8175382),SC,11689255,BI-LO - 283
POINT (-82.6902625 34.7911672),SC,11670765,INGLES MARKETS - 253
POINT (-82.5733113 34.824319),SC,11687780,RITE AID - 11647
POINT (-82.8111831 34.6906234),SC,11689312,SUPER BI-LO - 539
POINT (-83.0890766 34.6605615),SC,11711986,FRED'S - 3315
POINT (-82.0083295 34.5038455),SC,11697591,DRUG LO PHARMACY
POINT (-82.5636042 34.8266267),SC,11705108,WALGREENS - 11400
