X,Y,FID,CalcLocati,CalcLoca_1,CalcLoca_2,Name,Address,City,State,Zip,formated_p,Status,Icon,Type_,ObjectId
-88.9421,38.3074,3363,"38.30742600,-88.94211500",-88.942115,38.307426,DaVita Mount Vernon Dialysis,4102 N Water Tower Place,MOUNT VERNON,IL,62864,Please call patient admission line,open,small_green,Dialysis Center,3469
-80.6617,35.1691,3857,"35.16914000,-80.66167600",-80.661676,35.16914,"DVA HEALTHCARE RENAL CARE, INC.",11308 HAWTHORNE DR,CHARLOTTE,NC,28227,Please call patient admission line,open,small_green,Dialysis Center,3470
-83.4738,41.6064,3156,"41.60638100,-83.47384300",-83.473843,41.606381,DAVITA - NORTHWOOD DIALYSIS,611 LEMOYNE ROAD,NORTHWOOD,OH,43619,Please call patient admission line,open,small_green,Dialysis Center,3471
-87.8754,42.2769,3459,"42.27689400,-87.87536600",-87.875366,42.276894,FKC - LAKE BLUFF,"101 WAUKEGAN ROAD, SUITE 700",LAKE BLUFF,IL,60044,Please call patient admission line,open,small_green,Dialysis Center,3472
-81.6851,30.3862,3911,"30.38616800,-81.68514700",-81.685147,30.386168,ARA NORTH JACKSONVILLE,1725 OAKHURST AVENUE SUITE 100,JACKSONVILLE,FL,32208,Please call patient admission line,open,small_green,Dialysis Center,3473
-83.0602,42.3552,3615,"42.35519100,-83.06017500",-83.060175,42.355191,VA MEDICAL CENTER - DETROIT,4646 JOHN R ST,DETROIT,MI,48201,Please call patient admission line,open,small_green,Dialysis Center,3474
-84.4694,39.1671,3157,"39.16712400,-84.46935900",-84.469359,39.167124,US RENAL CARE OF NORWOOD DIALYSIS,1721 TENNESSEE AVE.,CINCINNATI,OH,45229,Please call patient admission line,open,small_green,Dialysis Center,3475
-87.568,41.5824,3364,"41.58241900,-87.56802500",-87.568025,41.582419,FMC - NEOMEDICA - SOUTH HOLLAND,17225 S PAXTON AVE,SOUTH HOLLAND,IL,60473,Please call patient admission line,open,small_green,Dialysis Center,3476
-85.4179,40.1966,3858,"40.19661900,-85.41793200",-85.417932,40.196619,DSI - NORTH MUNCIE,2705 W NORTH STREET,MUNCIE,IN,47303,Please call patient admission line,open,small_green,Dialysis Center,3477
-87.6477,41.7799,3460,"41.77985100,-87.64770000",-87.6477,41.779851,FMC - ROSS DIALYSIS - ENGLEWOOD,946 W. 63rd Street,CHICAGO,IL,60621,Please call patient admission line,open,small_green,Dialysis Center,3478
-93.2304,44.9044,3616,"44.90444000,-93.23040700",-93.230407,44.90444,VA MEDICAL CENTER - MINNEAPOLIS,"ONE VETERANS DR, 111J",MINNEAPOLIS,MN,55417,Please call patient admission line,open,small_green,Dialysis Center,3479
-86.2686,39.7764,3714,"39.77641000,-86.26856300",-86.268563,39.77641,FMC - INDIANAPOLIS-WEST,805 BEACHWAY DRIVE  SUITE 100,INDIANAPOLIS,IN,46224,Please call patient admission line,open,small_green,Dialysis Center,3480
-87.5231,41.4927,3912,"41.49267300,-87.52306000",-87.52306,41.492673,FMC - DYER,"2150 GETTLER STREET, SUITE 105",DYER,IN,46311,Please call patient admission line,open,small_green,Dialysis Center,3481
-87.8353,41.2491,3461,"41.24908300,-87.83529900",-87.835299,41.249083,DaVita Manteno Dialysis,1 EAST DIVISION STREET,MANTENO,IL,60950,Please call patient admission line,open,small_green,Dialysis Center,3482
-81.2859,28.5943,3859,"28.59431500,-81.28588500",-81.285885,28.594315,DaVita Winter Park Dialysis,3727 N GOLDENROD RD,WINTER PARK,FL,32792,Please call patient admission line,open,small_green,Dialysis Center,3483
-80.1503,26.7103,3715,"26.71031300,-80.15031300",-80.150313,26.710313,FMC - ROYAL PALM BEACH,6901  OKEECHOBEE BLVD #D19,WEST PALM BEACH,FL,33411,Please call patient admission line,open,small_green,Dialysis Center,3484
-83.7294,42.2846,3617,"42.28461900,-83.72944900",-83.729449,42.284619,UNIV OF MI DIALYSIS - ADULT,1500 E MEDICAL CTR DR,ANN ARBOR,MI,48109,Please call patient admission line,open,small_green,Dialysis Center,3485
-89.7022,39.7897,3365,"39.78970400,-89.70218900",-89.702189,39.789704,FMC - RAI - CENTRE WEST SPRINGFIELD,1112 CENTRE WEST DR,SPRINGFIELD,IL,62704,Please call patient admission line,open,small_green,Dialysis Center,3486
-83.5899,38.9367,3158,"38.93671400,-83.58992400",-83.589924,38.936714,DCI - SEAMAN,65 COMMERCE DR,SEAMAN,OH,45679,Please call patient admission line,open,small_green,Dialysis Center,3487
-79.4017,36.0562,3913,"36.05623700,-79.40174100",-79.401741,36.056237,Davita Alamance County Dialysis,829 S Main St,GRAHAM,NC,27253,Please call patient admission line,open,small_green,Dialysis Center,3488
-88.2812,42.3477,3462,"42.34774700,-88.28119200",-88.281192,42.347747,FMC - OF MCHENRY,4312 W ELM STREET,MCHENRY,IL,60050,Please call patient admission line,open,small_green,Dialysis Center,3489
-82.8393,35.1113,3860,"35.11128500,-82.83934500",-82.839345,35.111285,"Total Renal Care of North Carolina, LLC",102 College Station Drive,BREVARD,NC,28712,Please call patient admission line,open,small_green,Dialysis Center,3490
-79.4086,35.1596,3716,"35.15962900,-79.40855000",-79.40855,35.159629,DaVita Southern Pines Dialysis Center,209 WINDSTAR PLACE,SOUTHERN PINES,NC,28387,Please call patient admission line,open,small_green,Dialysis Center,3491
-83.7275,42.282,3618,"42.28204100,-83.72745800",-83.727458,42.282041,UNIV OF MI DIALYSIS - PEDIATRIC,1540 E HOSPITAL DR RM 10-712,ANN ARBOR,MI,48109,Please call patient admission line,open,small_green,Dialysis Center,3492
-87.7272,41.5051,3366,"41.50514900,-87.72716000",-87.72716,41.505149,DaVita Olympia Fields Dialysis Center,4557 B WEST LINCOLN HIGHWAY,MATTESON,IL,60443,Please call patient admission line,open,small_green,Dialysis Center,3493
-84.0649,39.776,3159,"39.77604700,-84.06489400",-84.064894,39.776047,DAVITA - FAIRBORN DIALYSIS,"3070 PRESIDENTIAL DRIVE, SUITE 120",FAIRBORN,OH,45324,Please call patient admission line,open,small_green,Dialysis Center,3494
-80.1353,26.1671,3914,"26.16705000,-80.13526600",-80.135266,26.16705,DaVita Advanced Dialysis Center of Fort Lauderdale,911 E OAKLAND PARK BLVD,OAKLAND PARK,FL,33334,Please call patient admission line,open,small_green,Dialysis Center,3495
-88.0937,42.481,3463,"42.48095500,-88.09370500",-88.093705,42.480955,FMC - ANTIOCH,"311 W. DEPOT STREET, SUITE H",ANTIOCH,IL,60002,Please call patient admission line,open,small_green,Dialysis Center,3496
-80.201,26.2612,3861,"26.26115100,-80.20095200",-80.200952,26.261151,UNIVERSAL KIDNEY CENTER OF MARGATE-CORAL SPRINGS LLC,2800 N STATE ROAD 7,MARGATE,FL,33063,Please call patient admission line,open,small_green,Dialysis Center,3497
-84.9133,45.3559,3619,"45.35591500,-84.91325500",-84.913255,45.355915,NORTHERN MICHIGAN HOSPITAL,DIALYSIS UNIT,PETOSKEY,MI,49770,Please call patient admission line,open,small_green,Dialysis Center,3498
-87.6241,41.47,3501,"41.46997100,-87.62412300",-87.624123,41.469971,FMC - STEGER DIALYSIS,219 E. 34TH STREET,STEGER,IL,60475,Please call patient admission line,open,small_green,Dialysis Center,3499
-87.3584,39.473,3717,"39.47300400,-87.35844800",-87.358448,39.473004,Biomedical Application of Indiana,4001 EAST WABASH AVENUE,TERRE HAUTE,IN,47803,Please call patient admission line,open,small_green,Dialysis Center,3500
-81.8358,41.2892,3160,"41.28920300,-81.83580300",-81.835803,41.289203,DAVITA DIALYSIS - STRONGSVILLE,17792 PEARL RD.,STRONGSVILLE,OH,44136,Please call patient admission line,open,small_green,Dialysis Center,3501
-88.0828,38.7313,3464,"38.73128200,-88.08277500",-88.082775,38.731282,DaVita Olney Dialysis Center,117 N BOONE ST,OLNEY,IL,62450,Please call patient admission line,open,small_green,Dialysis Center,3502
-88.3269,42.0795,3502,"42.07952000,-88.32688000",-88.32688,42.07952,FMC - OF ELGIN,2130 POINT BLVD. SUITE 800,ELGIN,IL,60123,Please call patient admission line,open,small_green,Dialysis Center,3503
-83.0523,42.3531,3620,"42.35310200,-83.05232000",-83.05232,42.353102,CHILDRENS HOSPITAL OF MICHIGAN DIALYSIS,3950 BEAUBIEN BLVD,DETROIT,MI,48201,Please call patient admission line,open,small_green,Dialysis Center,3504
-82.6783,27.7421,3718,"27.74207800,-82.67825500",-82.678255,27.742078,DaVita St Petersburg South Dialysis,2850 34TH STREET S,SAINT PETERSBURG,FL,33711,Please call patient admission line,open,small_green,Dialysis Center,3505
-78.7405,35.503,3862,"35.50295600,-78.74045800",-78.740458,35.502956,"Bio-Medical Applications of North Carolina, Inc.",301 S. Raleigh Street,ANGIER,NC,27501,Please call patient admission line,open,small_green,Dialysis Center,3506
-87.8973,42.3566,3367,"42.35662300,-87.89731700",-87.897317,42.356623,FMC - GURNEE,"50 Tower Ct , STE B",GURNEE,IL,60031,Please call patient admission line,open,small_green,Dialysis Center,3507
-77.8294,35.9068,3915,"35.90675600,-77.82939400",-77.829394,35.906756,FMC South Rocky Mount,1676 South Wesleyan Blvd,ROCKY MOUNT,NC,27803,Please call patient admission line,open,small_green,Dialysis Center,3508
-87.8446,41.6017,3368,"41.60165800,-87.84459600",-87.844596,41.601658,FMC - ORLAND PARK,9160 W 159TH STREET,ORLAND PARK,IL,60462,Please call patient admission line,open,small_green,Dialysis Center,3509
-80.6759,40.3694,3161,"40.36943500,-80.67590200",-80.675902,40.369435,DIALYSIS CLINIC INC.,4227 MALL DRIVE,STEUBENVILLE,OH,43952,Please call patient admission line,open,small_green,Dialysis Center,3510
-85.6665,42.9708,3621,"42.97082500,-85.66653000",-85.66653,42.970825,DEVOS CHILDRENS HOSP - DIALYSIS UNIT,"35 MICHIGAN ST NE, MC 83",GRAND RAPIDS,MI,49503,Please call patient admission line,open,small_green,Dialysis Center,3511
-86.6129,41.2868,3863,"41.28676400,-86.61287700",-86.612877,41.286764,DSI - KNOX DIALYSIS,1008 S EDGEWOOD DRIVE,KNOX,IN,46534,Please call patient admission line,open,small_green,Dialysis Center,3512
-90.4203,41.4984,3465,"41.49836600,-90.42025800",-90.420258,41.498366,"FMC - QUAD CITIES KIDNEY CENTER SILVIS, LLC",880 CROSSTOWN AVE.,SILVIS,IL,61282,Please call patient admission line,open,small_green,Dialysis Center,3513
-80.0703,35.8623,3719,"35.86228400,-80.07026600",-80.070266,35.862284,THOMASVILLE DIALYSIS CENTER of WAKE FOREST UNIVERSITY,10 LAURA LANE,THOMASVILLE,NC,27360,Please call patient admission line,open,small_green,Dialysis Center,3514
-85.4333,40.1805,3916,"40.18050900,-85.43330100",-85.433301,40.180509,FMC - MUNCIE DIALYSIS,4021 WEST KILGORE AVE.,MUNCIE,IN,47304,Please call patient admission line,open,small_green,Dialysis Center,3515
-87.8359,42.3615,3503,"42.36146400,-87.83585300",-87.835853,42.361464,FMC - WAUKEGAN HARBOR,110 N. WEST STREET,WAUKEGAN,IL,60085,Please call patient admission line,open,small_green,Dialysis Center,3516
-87.8603,42.0698,3369,"42.06978400,-87.86028000",-87.86028,42.069784,FMC - GLENVIEW DIALYSIS CENTER,4248 COMMERCIAL WAY,GLENVIEW,IL,60025,Please call patient admission line,open,small_green,Dialysis Center,3517
-88.5889,47.1411,3622,"47.14111700,-88.58891500",-88.588915,47.141117,PORTAGE HEALTH DIALYSIS CTR,500 CAMPUS DRIVE,HANCOCK,MI,49930,Please call patient admission line,open,small_green,Dialysis Center,3518
-87.7935,41.8884,3466,"41.88837700,-87.79353200",-87.793532,41.888377,DIALYSIS DIRECT - OAK PARK,"715 LAKE STREET, STE. 318",OAK PARK,IL,60301,Please call patient admission line,open,small_green,Dialysis Center,3519
-82.944,40.1149,3162,"40.11493600,-82.94400200",-82.944002,40.114936,FMC- WESTERVILLE DIALYSIS,477 COOPER ROAD,WESTERVILLE,OH,43081,Please call patient admission line,open,small_green,Dialysis Center,3520
-80.2944,27.285,3864,"27.28501300,-80.29436700",-80.294367,27.285013,GOLDTREE KIDNEY CENTER LLC,1407 SOUTHEAST GOLDTREE DRIVE STE A,PORT SAINT LUCIE,FL,34952,Please call patient admission line,open,small_green,Dialysis Center,3521
-86.1384,39.6356,3720,"39.63559000,-86.13839800",-86.138398,39.63559,FMC - INDIANAPOLIS-SOUTH,1350 E COUNTY LINE RD SUITE L,INDIANAPOLIS,IN,46227,Please call patient admission line,open,small_green,Dialysis Center,3522
-88.3813,41.6944,3467,"41.69442800,-88.38126900",-88.381269,41.694428,FMC - OSWEGO,1051 STATION DR.,OSWEGO,IL,60543,Please call patient admission line,open,small_green,Dialysis Center,3523
-87.6051,41.7616,3504,"41.76155000,-87.60507900",-87.605079,41.76155,DaVita Grand Crossing Dialysis,7319 S. COTTAGE GROVE AVE.,CHICAGO,IL,60619,Please call patient admission line,open,small_green,Dialysis Center,3524
-81.6288,30.4731,3917,"30.47311600,-81.62880300",-81.628803,30.473116,FMC - OCEANWAY,12961 NORTH MAIN ST SUITE 305,JACKSONVILLE,FL,32218,Please call patient admission line,open,small_green,Dialysis Center,3525
-84.5974,39.1916,3163,"39.19158700,-84.59741300",-84.597413,39.191587,DAVITA - WHITE OAK HOME DIALYSIS,"5520 CHEVIOT ROAD, SUITE B",CINCINNATI,OH,45247,Please call patient admission line,open,small_green,Dialysis Center,3526
-87.949,42.2375,3370,"42.23750000,-87.94897600",-87.948976,42.2375,DaVita Lake County Dialysis Services,565 LAKEVIEW PKWY  STE 176,VERNON HILLS,IL,60061,Please call patient admission line,open,small_green,Dialysis Center,3527
-84.9564,42.2719,3623,"42.27188700,-84.95644800",-84.956448,42.271887,OAKLAWN DIALYSIS CENTER,310 E MICHIGAN AVE,MARSHALL,MI,49068,Please call patient admission line,open,small_green,Dialysis Center,3528
-82.5547,35.583,3865,"35.58303100,-82.55470000",-82.5547,35.583031,DaVita Biltmore Home Training,10 McDowell Street,ASHEVILLE,NC,28801,Please call patient admission line,open,small_green,Dialysis Center,3529
-88.1326,41.5254,3371,"41.52540800,-88.13260800",-88.132608,41.525408,DaVita Sun Health Dialysis,2121 ONEIDA ST SUITE 104,JOLIET,IL,60435,Please call patient admission line,open,small_green,Dialysis Center,3530
-78.3168,35.0095,3918,"35.00949900,-78.31684700",-78.316847,35.009499,DaVita Sampson County Home Training,331 North Blvd,CLINTON,NC,28328,Please call patient admission line,open,small_green,Dialysis Center,3531
-84.5974,39.1916,3164,"39.19158700,-84.59741300",-84.597413,39.191587,DAVITA - WHITE OAK DIALYSIS,"5520 CHEVIOT ROAD, SUITE B",CINCINNATI,OH,45247,Please call patient admission line,open,small_green,Dialysis Center,3532
-87.651,41.9548,3468,"41.95481000,-87.65097500",-87.650975,41.95481,FMC - NA LAKEVIEW DIALYSIS,"4008 NORTH BROADWAY AVE., SUITE 1200",CHICAGO,IL,60613,Please call patient admission line,open,small_green,Dialysis Center,3533
-87.9809,42.2417,3505,"42.24169300,-87.98091100",-87.980911,42.241693,FMC - MUNDELEIN,1402 TOWNLINE ROAD,MUNDELEIN,IL,60060,Please call patient admission line,open,small_green,Dialysis Center,3534
-86.3057,30.3783,3721,"30.37830600,-86.30569100",-86.305691,30.378306,RENAL CARE GROUP - DESTIN,7720 US HWY 98 W,MIRAMAR BEACH,FL,32550,Please call patient admission line,open,small_green,Dialysis Center,3535
-91.3988,39.9321,3469,"39.93214900,-91.39883800",-91.398838,39.932149,QUINCY MEDICAL GROUP PERITONEAL DIALYSIS CTR,1025 MAINE STREET,QUINCY,IL,62301,Please call patient admission line,open,small_green,Dialysis Center,3536
-89.6482,39.7628,3506,"39.76280000,-89.64821800",-89.648218,39.7628,DaVita Springfield South Dialysis,2930 SOUTH 6TH ST.,SPRINGFIELD,IL,62703,Please call patient admission line,open,small_green,Dialysis Center,3537
-87.8477,41.8927,3372,"41.89268000,-87.84766700",-87.847667,41.89268,FMC - NEOMEDICA - MELROSE PARK,1111 SUPERIOR ST STE 204,MELROSE PARK,IL,60160,Please call patient admission line,open,small_green,Dialysis Center,3538
-84.3504,46.4964,3624,"46.49638600,-84.35036700",-84.350367,46.496386,Chippewa Dialysis Services,"509 Osborn Blvd, Ste 200",SAULT SAINTE MARIE,MI,49783,Please call patient admission line,open,small_green,Dialysis Center,3539
-86.8322,40.4065,3919,"40.40648500,-86.83219200",-86.832192,40.406485,US Renal Care Lafayette Dialysis,915 B Mezzanine Drive,LAFAYETTE,IN,47905,Please call patient admission line,open,small_green,Dialysis Center,3540
-79.689,36.3271,3722,"36.32708700,-79.68900000",-79.689,36.327087,DaVita Reidsville Dialysis,1307 FREEWAY DRIVE,REIDSVILLE,NC,27320,Please call patient admission line,open,small_green,Dialysis Center,3541
-87.629,41.7949,3373,"41.79485600,-87.62903900",-87.629039,41.794856,FMC - GARFIELD,5401 SOUTH WENTWORTH,CHICAGO,IL,60609,Please call patient admission line,open,small_green,Dialysis Center,3542
-87.6765,41.8636,3470,"41.86356700,-87.67645200",-87.676452,41.863567,FMC - CHICAGO WESTSIDE DIALYSIS,"1340 S. DAMEN AVENUE, STE. 100",CHICAGO,IL,60608,Please call patient admission line,open,small_green,Dialysis Center,3543
-87.8207,41.8815,3507,"41.88153300,-87.82069900",-87.820699,41.881533,FMC - RIVER FOREST DIALYSIS,103 FOREST AVENUE,RIVER FOREST,IL,60305,Please call patient admission line,open,small_green,Dialysis Center,3544
-86.1592,39.9702,3866,"39.97017200,-86.15920500",-86.159205,39.970172,FMC - CARMEL,"12400 NORTH MERIDIAN ST., STE 200",CARMEL,IN,46032,Please call patient admission line,open,small_green,Dialysis Center,3545
-84.3748,39.3763,3165,"39.37632400,-84.37475600",-84.374756,39.376324,DAVITA - BUTLER COUNTY HOME TRAINING DIALYSIS,7335 Yankee Rd.,Middletown,OH,45044,Please call patient admission line,open,small_green,Dialysis Center,3546
-83.6585,42.2649,3625,"42.26494400,-83.65849800",-83.658498,42.264944,WASHTENAW REGIONAL DIALYSIS CTR,5205 MCAULEY DR,YPSILANTI,MI,48197,Please call patient admission line,open,small_green,Dialysis Center,3547
-88.1826,42.1807,3508,"42.18065800,-88.18262700",-88.182627,42.180658,DAVITA - BARRINGTON CREEK,"28160 W. NORTHWEST HWY, SUITE 104",LAKE BARRINGTON,IL,60010,Please call patient admission line,open,small_green,Dialysis Center,3548
-89.4996,40.691,3471,"40.69097300,-89.49958100",-89.499581,40.690973,DIALYZE DIRECT IL - WASHINGTON,2462 WASHINGTON ROAD,WASHINGTON,IL,61571,Please call patient admission line,open,small_green,Dialysis Center,3549
-81.5892,28.5483,3920,"28.54826100,-81.58919100",-81.589191,28.548261,DaVita Winter Garden Dialysis,1222 WINTER GARDEN VINELAND ROAD,WINTER GARDEN,FL,34787,Please call patient admission line,open,small_green,Dialysis Center,3550
-87.8338,42.0498,3374,"42.04984500,-87.83377100",-87.833771,42.049845,FMC - NILES,9371 MILWAUKEE AVE.,NILES,IL,60714,Please call patient admission line,open,small_green,Dialysis Center,3551
-84.1285,39.6605,3166,"39.66053700,-84.12847800",-84.128478,39.660537,DAVITA -  KETTERING DIALYSIS,5721 BIGGER ROAD,KETTERING,OH,45440,Please call patient admission line,open,small_green,Dialysis Center,3552
-83.4019,35.1658,3867,"35.16576400,-83.40191700",-83.401917,35.165764,DaVita Franklin Township Dialysis,80 Westgate Place,FRANKLIN,NC,28734,Please call patient admission line,open,small_green,Dialysis Center,3553
-86.6926,41.6008,3723,"41.60079700,-86.69255700",-86.692557,41.600797,FMC - NEPHROLOGY - LA PORTE,2910 MONROE ST,LA PORTE,IN,46350,Please call patient admission line,open,small_green,Dialysis Center,3554
-83.0847,42.3676,3626,"42.36763800,-83.08466800",-83.084668,42.367638,GREENFIELD HS - DETROIT WEST PAVILION,2799 W GRAND BLVD,DETROIT,MI,48202,Please call patient admission line,open,small_green,Dialysis Center,3555
-88.2798,42.3145,3509,"42.31445500,-88.27982200",-88.279822,42.314455,ARA - MCHENRY DIALYSIS CENTER,"4209 W. SHAMROCK LANE, UNIT A",MCHENRY,IL,60050,Please call patient admission line,open,small_green,Dialysis Center,3556
-87.8796,41.1633,3472,"41.16330400,-87.87959600",-87.879596,41.163304,DaVita Kankakee County Dialysis,"581 WILLIAM LATHAM DRIVE, STE 104",BOURBONNAIS,IL,60914,Please call patient admission line,open,small_green,Dialysis Center,3557
-79.9994,35.8977,3921,"35.89772200,-79.99940400",-79.999404,35.897722,North Randolph Dialysis Center of Wake Forest University,5948 Mendenhall Rd Ext,ARCHDALE,NC,27263,Please call patient admission line,open,small_green,Dialysis Center,3558
-87.8017,41.9378,3375,"41.93781600,-87.80168500",-87.801685,41.937816,DaVita Skyline Home Dialysis,7009 W. BELMONT AVE.,CHICAGO,IL,60634,Please call patient admission line,open,small_green,Dialysis Center,3559
-88.1789,42.0126,3510,"42.01260000,-88.17894200",-88.178942,42.0126,USRC - STREAMWOOD DIALYSIS,149 IRVING PARK,STREAMWOOD,IL,60107,Please call patient admission line,open,small_green,Dialysis Center,3560
-89.9566,38.7317,3473,"38.73166100,-89.95659300",-89.956593,38.731661,DaVita Maryville Home Dialysis,2102 Vadalabene Drive Suite 2,MARYVILLE,IL,62062,Please call patient admission line,open,small_green,Dialysis Center,3561
-80.1433,26.1056,3724,"26.10564700,-80.14331100",-80.143311,26.105647,DaVita East Ft Lauderdale Dialysis Center,1301 S ANDREWS AVE,FORT LAUDERDALE,FL,33315,Please call patient admission line,open,small_green,Dialysis Center,3562
-83.1468,42.5529,3627,"42.55292200,-83.14677500",-83.146775,42.552922,GREENFIELD HS - TROY,"2050 LIVERNOIS, SUITE A",TROY,MI,48083,Please call patient admission line,open,small_green,Dialysis Center,3563
-81.6656,30.3731,3868,"30.37310300,-81.66563100",-81.665631,30.373103,GATEWAY DIALYSIS CENTER,5258-10 NORWOOD AVENUE,JACKSONVILLE,FL,32208,Please call patient admission line,open,small_green,Dialysis Center,3564
-83.6056,41.7068,3167,"41.70681800,-83.60564700",-83.605647,41.706818,FMC - TOLEDO LASKEY DIALYSIS,2532 W. LASKEY ROAD,TOLEDO,OH,43613,Please call patient admission line,open,small_green,Dialysis Center,3565
-86.3784,39.6521,3922,"39.65209300,-86.37841900",-86.378419,39.652093,DAVITA - PLAINFIELD,8110 NETWORK DRIVE,PLAINFIELD,IN,46168,Please call patient admission line,open,small_green,Dialysis Center,3566
-83.2251,42.32,3628,"42.31998700,-83.22509700",-83.225097,42.319987,GREENFIELD HS - DEARBORN,19001 HUBBARD DR,DEARBORN,MI,48126,Please call patient admission line,open,small_green,Dialysis Center,3567
-87.7547,42.0443,3474,"42.04426300,-87.75467500",-87.754675,42.044263,DaVita Edens Home Dialysis,"8950 GROSS POINT ROAD, STE 300",SKOKIE,IL,60077,Please call patient admission line,open,small_green,Dialysis Center,3568
-90.1357,38.5641,3376,"38.56409300,-90.13570900",-90.135709,38.564093,DaVita Sauget Dialysis,2061 GOOSE LAKE ROAD,SAUGET,IL,62206,Please call patient admission line,open,small_green,Dialysis Center,3569
-82.5778,39.7188,3168,"39.71879800,-82.57776600",-82.577766,39.718798,FAIRFIELD KIDNEY CENTER,"618 PLEASANTVILLE  ROAD, STE 102",LANCASTER,OH,43130,Please call patient admission line,open,small_green,Dialysis Center,3570
-86.4746,40.0751,3869,"40.07514800,-86.47464500",-86.474645,40.075148,"FMC - LIBERTY DIALYSIS - LEBANON, LLC",2485 N. LEBANON STREET,LEBANON,IN,46052,Please call patient admission line,open,small_green,Dialysis Center,3571
-87.578,38.0154,3725,"38.01535100,-87.57799600",-87.577996,38.015351,DaVita North Evansville Dialysis,1151 WEST BUENA VISTA ROAD,EVANSVILLE,IN,47710,Please call patient admission line,open,small_green,Dialysis Center,3572
-81.683,26.6167,3923,"26.61666500,-81.68300200",-81.683002,26.616665,LEHIGH ACRES DIALYSIS CENTER LLC,3227 LEE BOULEVARD,LEHIGH ACRES,FL,33971,Please call patient admission line,open,small_green,Dialysis Center,3573
-88.0618,41.5322,3511,"41.53221200,-88.06183200",-88.061832,41.532212,FMC - JOLIET,721 EAST JACKSON STREET,JOLIET,IL,60432,Please call patient admission line,open,small_green,Dialysis Center,3574
-84.9871,41.9383,3629,"41.93828400,-84.98705800",-84.987058,41.938284,FMC - COLDWATER,360 E CHICAGO ST STE 112,COLDWATER,MI,49036,Please call patient admission line,open,small_green,Dialysis Center,3575
-87.8335,41.5417,3475,"41.54172400,-87.83349100",-87.833491,41.541724,FKC - MOKENA DIALYSIS,"8910 W. 192ND STREET, SUITE A & B",MOKENA,IL,60448,Please call patient admission line,open,small_green,Dialysis Center,3576
-80.5713,41.6003,3169,"41.60028600,-80.57127200",-80.571272,41.600286,DAVITA - ANDOVER DIALYSIS,488 SOUTH MAIN STREET,ANDOVER,OH,44003,Please call patient admission line,open,small_green,Dialysis Center,3577
-89.5346,40.7028,3377,"40.70279200,-89.53462400",-89.534624,40.702792,FMC - EAST PEORIA DIALYSIS,3300 NORTH MAIN,EAST PEORIA,IL,61611,Please call patient admission line,open,small_green,Dialysis Center,3578
-82.1197,30.2862,3870,"30.28620800,-82.11968700",-82.119687,30.286208,FMC - MACCLENNY,244 NORTH 3RD STREET,MACCLENNY,FL,32063,Please call patient admission line,open,small_green,Dialysis Center,3579
-80.6324,28.0357,3726,"28.03570000,-80.63239900",-80.632399,28.0357,RENAL CARE GROUP - BREVARD,1355 Palm Bay Rd,PALM BAY,FL,32905,Please call patient admission line,open,small_green,Dialysis Center,3580
-88.4398,41.3723,3512,"41.37234900,-88.43979500",-88.439795,41.372349,DAVITA - MORRIS DIALYSIS,1551 CREEK DRIVE,MORRIS,IL,60450,Please call patient admission line,open,small_green,Dialysis Center,3581
-82.4371,42.9568,3630,"42.95678500,-82.43710100",-82.437101,42.956785,FMC DIALYSIS - PORT HURON,2607 ELECTRIC AVE,PORT HURON,MI,48060,Please call patient admission line,open,small_green,Dialysis Center,3582
-88.9546,40.483,3378,"40.48301300,-88.95463500",-88.954635,40.483013,FMC - MCLEAN COUNTY,1505 EASTLAND MEDICAL PLAZA,BLOOMINGTON,IL,61701,Please call patient admission line,open,small_green,Dialysis Center,3583
-78.2963,36.1139,3924,"36.11391400,-78.29634100",-78.296341,36.113914,"Bio-Medical Applications of North Carolina, Inc.",935 North Main Street,LOUISBURG,NC,27549,Please call patient admission line,open,small_green,Dialysis Center,3584
-83.2733,42.2358,3631,"42.23581200,-83.27329900",-83.273299,42.235812,GREENFIELD HS - TAYLOR,24565 HAIG ROAD,TAYLOR,MI,48180,Please call patient admission line,open,small_green,Dialysis Center,3585
-90.0385,40.5511,3379,"40.55108100,-90.03850600",-90.038506,40.551081,FMC - OF SPOON RIVER,340 S. Ave. B,CANTON,IL,61520,Please call patient admission line,open,small_green,Dialysis Center,3586
-87.9847,41.5442,3513,"41.54420600,-87.98466100",-87.984661,41.544206,DAVITA - RENAL CARE CENTER NEW LENOX,1890 SILVER CROSS BLVD,NEW LENOX,IL,60451,Please call patient admission line,open,small_green,Dialysis Center,3587
-79.6405,36.3241,3727,"36.32414500,-79.64054000",-79.64054,36.324145,ROCKINGHAM KIDNEY CENTER,2206 BARNES STREET,REIDSVILLE,NC,27320,Please call patient admission line,open,small_green,Dialysis Center,3588
-79.1331,35.4462,3871,"35.44621700,-79.13312900",-79.133129,35.446217,"CAROLINA DIALYSIS, LLC",115 WILSON ROAD,SANFORD,NC,27332,Please call patient admission line,open,small_green,Dialysis Center,3589
-78.8011,35.5705,3170,"35.57053700,-78.80107600",-78.801076,35.570537,FUQUAY VARINA KIDNEY CENTER,916 SOUTH MAIN STREET,FUQUAY VARINA,NC,27526,Please call patient admission line,open,small_green,Dialysis Center,3590
-88.1624,41.5412,3514,"41.54119900,-88.16238500",-88.162385,41.541199,DAVITA - WEST JOLIET,1051 ESSINGTON ROAD SUITE 160,JOLIET,IL,60435,Please call patient admission line,open,small_green,Dialysis Center,3591
